User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Workout_Type
18541041,female,34,180.0,79.0,16.0,92.0,40.1,72.0,Burpees
13967751,male,65,176.0,84.0,26.0,110.0,40.7,218.0,Cycling
15146784,male,73,183.0,88.0,25.0,99.0,40.6,179.0,Hill_Down
17003411,female,37,173.0,74.0,15.0,83.0,40.3,55.0,Running_in_Place
14289807,female,34,155.0,55.0,28.0,108.0,40.9,182.0,Cycling
11549984,male,26,191.0,96.0,8.0,92.0,39.7,32.0,Pushups
15864536,female,30,169.0,62.0,13.0,93.0,40.2,62.0,Running_in_Place
13790993,male,27,185.0,85.0,18.0,106.0,39.8,107.0,Running_in_Place
12499028,female,22,165.0,64.0,15.0,93.0,40.3,69.0,Jumping_Jacks
13423810,female,42,173.0,66.0,2.0,84.0,38.5,8.0,Pushups
15348646,male,71,179.0,81.0,14.0,101.0,40.1,101.0,Jumping_Jacks
13925975,male,46,203.0,110.0,9.0,91.0,39.7,46.0,Pullups
12382002,male,65,187.0,98.0,29.0,108.0,41.3,243.0,Hill_Down
15025927,male,25,179.0,77.0,29.0,114.0,41.1,200.0,Hill_Down
14815315,female,73,162.0,66.0,28.0,96.0,40.6,162.0,Cycling
10177894,female,53,167.0,63.0,2.0,74.0,38.1,6.0,Pushups
13698618,male,31,180.0,79.0,25.0,102.0,40.8,135.0,Cycling
16772615,female,21,169.0,64.0,12.0,90.0,39.9,51.0,Running_in_Place
14948683,male,26,186.0,82.0,2.0,77.0,37.9,3.0,Pushups
12751836,female,42,158.0,59.0,27.0,103.0,40.9,164.0,Cycling
19015743,male,20,185.0,79.0,19.0,98.0,40.5,81.0,Jumping_Jacks
10165882,male,65,183.0,82.0,11.0,87.0,39.6,53.0,Burpees
12197927,male,53,165.0,71.0,20.0,96.0,40.9,108.0,Hill_Down
10380992,male,22,197.0,94.0,25.0,108.0,40.6,155.0,Hill_Up
16110224,male,38,188.0,85.0,7.0,75.0,39.4,13.0,Pushups
15770448,male,27,198.0,97.0,23.0,100.0,40.7,122.0,Cycling
14047347,male,34,182.0,84.0,23.0,101.0,40.4,127.0,Hill_Down
12329819,female,41,154.0,56.0,21.0,105.0,40.5,132.0,Hill_Up
19823260,male,36,182.0,79.0,17.0,96.0,40.5,81.0,Running_in_Place
15600237,male,52,190.0,91.0,26.0,103.0,40.9,178.0,Hill_Straight
11540058,male,21,173.0,72.0,25.0,106.0,40.5,135.0,Hill_Down
11677333,female,35,167.0,63.0,24.0,100.0,40.7,134.0,Cycling
11153847,female,66,159.0,61.0,27.0,106.0,41.2,183.0,Cycling
11190875,male,49,205.0,101.0,30.0,119.0,40.8,280.0,Hill_Up
17951993,male,42,182.0,85.0,22.0,94.0,40.7,107.0,Hill_Down
16772677,female,52,178.0,73.0,20.0,103.0,40.3,121.0,Cycling
15858398,male,53,184.0,83.0,13.0,95.0,39.8,72.0,Jumping_Jacks
12169308,male,38,180.0,80.0,24.0,98.0,40.8,124.0,Hill_Straight
14069307,male,69,174.0,78.0,25.0,105.0,41.1,192.0,Cycling
19109810,female,25,152.0,49.0,26.0,108.0,40.7,167.0,Hill_Straight
19245090,female,23,170.0,60.0,19.0,100.0,40.4,103.0,Burpees
12736596,female,22,154.0,61.0,13.0,93.0,39.9,60.0,Jumping_Jacks
12079891,female,41,156.0,61.0,11.0,97.0,39.9,59.0,Running_in_Place
11834679,female,64,169.0,65.0,17.0,94.0,40.3,92.0,Burpees
17964265,female,31,169.0,72.0,9.0,89.0,39.7,38.0,Pushups
14701127,female,34,159.0,57.0,28.0,117.0,40.9,209.0,Hill_Straight
15955077,female,53,155.0,57.0,30.0,106.0,41.1,198.0,Cycling
14070739,female,21,150.0,51.0,21.0,97.0,40.2,108.0,Hill_Down
18360308,male,33,188.0,95.0,27.0,103.0,40.7,162.0,Hill_Up
17453918,male,32,162.0,65.0,6.0,91.0,39.3,21.0,Pushups
14397689,male,45,176.0,79.0,6.0,90.0,39.3,26.0,Pullups
10083493,female,73,154.0,57.0,10.0,90.0,39.9,53.0,Jumping_Jacks
18992142,male,36,176.0,83.0,26.0,101.0,40.8,145.0,Cycling
13251563,female,35,191.0,83.0,26.0,107.0,40.6,157.0,Hill_Down
16145672,female,46,155.0,57.0,26.0,112.0,40.9,185.0,Cycling
12941537,male,28,194.0,86.0,19.0,103.0,40.3,106.0,Jumping_Jacks
10832385,male,66,192.0,86.0,1.0,83.0,37.7,4.0,Pushups
17811884,female,50,159.0,59.0,22.0,94.0,40.6,115.0,Hill_Up
10153480,female,33,171.0,70.0,10.0,92.0,39.8,46.0,Jumping_Jacks
10204765,male,26,173.0,77.0,23.0,103.0,40.2,121.0,Hill_Down
17146058,female,28,158.0,55.0,19.0,101.0,40.5,108.0,Running_in_Place
12437385,male,55,198.0,104.0,18.0,103.0,40.0,131.0,Burpees
12399826,male,38,190.0,94.0,13.0,90.0,40.0,55.0,Jumping_Jacks
16137146,male,56,174.0,78.0,4.0,83.0,38.5,15.0,Pushups
12377264,female,72,160.0,62.0,11.0,94.0,39.8,62.0,Running_in_Place
14734204,male,56,181.0,84.0,25.0,106.0,40.9,183.0,Hill_Down
19643634,male,59,189.0,85.0,22.0,104.0,40.5,158.0,Cycling
19981385,female,75,176.0,73.0,13.0,95.0,40.3,73.0,Running_in_Place
17643401,male,38,173.0,74.0,15.0,94.0,40.0,67.0,Burpees
13577418,female,22,172.0,65.0,8.0,83.0,39.6,28.0,Pushups
17494080,female,33,167.0,64.0,3.0,78.0,39.0,9.0,Pushups
17007545,female,57,160.0,59.0,18.0,98.0,40.6,104.0,Burpees
14160108,male,61,168.0,76.0,27.0,113.0,40.7,228.0,Hill_Up
14674348,male,57,210.0,122.0,5.0,80.0,39.2,21.0,Pushups
17667877,male,22,177.0,82.0,16.0,97.0,40.0,69.0,Jumping_Jacks
19937105,male,51,193.0,91.0,15.0,104.0,40.4,104.0,Burpees
17035813,male,33,174.0,74.0,24.0,111.0,40.9,162.0,Hill_Up
10387101,female,43,166.0,69.0,15.0,96.0,40.0,78.0,Burpees
15775471,female,60,152.0,57.0,6.0,84.0,39.3,26.0,Pushups
11097094,male,22,171.0,79.0,20.0,107.0,40.3,115.0,Cycling
11158504,female,50,154.0,54.0,26.0,97.0,41.0,147.0,Cycling
12617185,male,27,187.0,88.0,10.0,90.0,40.0,36.0,Running_in_Place
13124424,female,65,178.0,73.0,17.0,91.0,40.2,85.0,Jumping_Jacks
16710726,male,65,197.0,102.0,13.0,83.0,40.1,61.0,Jumping_Jacks
19326195,male,27,177.0,75.0,19.0,101.0,40.0,95.0,Burpees
19945874,female,36,169.0,66.0,23.0,104.0,40.9,137.0,Hill_Up
15580882,female,39,165.0,62.0,28.0,107.0,40.7,179.0,Hill_Straight
13316533,male,29,189.0,96.0,4.0,83.0,38.6,11.0,Pushups
10431709,male,37,197.0,100.0,5.0,87.0,39.1,19.0,Pushups
16488801,female,33,159.0,60.0,25.0,104.0,40.8,150.0,Hill_Down
12052844,female,38,151.0,52.0,23.0,98.0,40.8,128.0,Hill_Straight
19948051,male,78,181.0,85.0,29.0,107.0,40.6,248.0,Hill_Down
12436331,male,70,181.0,89.0,6.0,90.0,39.3,34.0,Pushups
19542706,male,47,190.0,89.0,24.0,104.0,40.7,161.0,Hill_Down
11435096,male,29,188.0,91.0,10.0,89.0,39.9,36.0,Running_in_Place
16069588,female,29,150.0,48.0,11.0,102.0,40.0,65.0,Jumping_Jacks
11403023,female,21,170.0,68.0,27.0,109.0,40.9,168.0,Hill_Up
17703398,male,53,191.0,91.0,17.0,92.0,40.5,89.0,Running_in_Place
18142487,female,40,161.0,59.0,22.0,96.0,40.7,116.0,Cycling
16699098,male,22,188.0,80.0,11.0,86.0,40.1,28.0,Burpees
19569081,female,32,167.0,73.0,6.0,88.0,38.8,25.0,Pushups
19700195,female,21,171.0,66.0,16.0,97.0,40.2,79.0,Jumping_Jacks
10299836,female,60,173.0,71.0,14.0,93.0,40.1,72.0,Running_in_Place
10008086,male,56,165.0,74.0,25.0,93.0,40.8,129.0,Cycling
14964864,female,54,153.0,51.0,8.0,87.0,39.5,37.0,Pushups
17993246,female,77,160.0,63.0,9.0,98.0,39.6,55.0,Pushups
10578169,male,37,191.0,90.0,12.0,98.0,39.7,64.0,Jumping_Jacks
10383107,male,64,199.0,104.0,6.0,88.0,39.6,33.0,Pushups
19390081,male,41,179.0,84.0,19.0,103.0,40.6,117.0,Burpees
15634803,male,60,173.0,82.0,2.0,81.0,37.7,7.0,Pullups
10259305,male,38,192.0,90.0,25.0,101.0,41.0,146.0,Hill_Straight
18137480,female,49,174.0,72.0,20.0,100.0,40.6,114.0,Cycling
10578173,male,22,188.0,92.0,11.0,96.0,39.6,48.0,Running_in_Place
14027942,male,40,197.0,102.0,19.0,99.0,40.7,112.0,Burpees
12907380,male,38,186.0,81.0,2.0,84.0,38.0,6.0,Pullups
10679148,male,47,183.0,91.0,20.0,94.0,40.5,105.0,Hill_Straight
13713618,female,53,168.0,64.0,6.0,89.0,39.7,28.0,Pullups
11731755,male,37,178.0,81.0,28.0,112.0,40.8,203.0,Hill_Down
17913027,female,48,180.0,75.0,27.0,99.0,40.3,149.0,Hill_Straight
11860323,female,54,153.0,52.0,9.0,92.0,39.9,47.0,Pushups
11894971,male,44,188.0,88.0,24.0,106.0,40.7,164.0,Hill_Down
11187506,female,44,172.0,68.0,25.0,106.0,40.8,157.0,Cycling
13758779,female,32,171.0,73.0,29.0,104.0,40.7,168.0,Hill_Up
14239606,male,33,193.0,98.0,2.0,77.0,38.1,4.0,Pushups
15083097,female,47,158.0,57.0,2.0,79.0,38.3,7.0,Pullups
12548618,female,32,176.0,70.0,24.0,101.0,40.6,133.0,Hill_Up
19985269,female,52,172.0,72.0,11.0,98.0,39.9,61.0,Running_in_Place
15559115,female,47,163.0,62.0,25.0,99.0,40.3,142.0,Hill_Down
14799183,male,20,183.0,84.0,15.0,92.0,40.3,52.0,Burpees
14932910,female,40,168.0,66.0,6.0,82.0,39.0,22.0,Pullups
19797460,female,35,171.0,66.0,25.0,108.0,40.5,160.0,Cycling
18523273,male,29,184.0,90.0,27.0,105.0,40.6,162.0,Hill_Down
18626097,male,59,188.0,98.0,13.0,96.0,40.4,81.0,Burpees
18057763,male,28,174.0,73.0,28.0,104.0,40.9,152.0,Cycling
10684828,male,70,189.0,96.0,24.0,113.0,40.9,224.0,Hill_Down
16779958,male,52,183.0,84.0,18.0,100.0,40.4,112.0,Burpees
14230977,female,40,178.0,75.0,24.0,108.0,40.8,152.0,Cycling
14344454,male,29,185.0,86.0,23.0,106.0,40.7,140.0,Hill_Up
11050750,female,40,162.0,63.0,29.0,116.0,40.9,214.0,Hill_Down
13414467,male,53,194.0,90.0,24.0,108.0,40.8,183.0,Hill_Straight
11691891,female,79,161.0,67.0,9.0,89.0,39.8,46.0,Pushups
13568749,male,26,182.0,85.0,3.0,84.0,38.8,8.0,Pullups
17973811,female,31,164.0,57.0,22.0,109.0,40.7,144.0,Cycling
14456626,female,21,165.0,61.0,3.0,84.0,38.7,11.0,Pushups
12653804,female,39,152.0,57.0,22.0,102.0,40.5,131.0,Hill_Straight
13377470,female,21,174.0,66.0,16.0,104.0,40.3,91.0,Burpees
18695596,female,48,159.0,59.0,5.0,87.0,39.3,22.0,Pushups
13361468,male,20,171.0,69.0,12.0,100.0,40.1,52.0,Jumping_Jacks
14195854,male,56,183.0,86.0,19.0,103.0,40.3,131.0,Jumping_Jacks
15757138,female,46,148.0,51.0,14.0,99.0,40.1,81.0,Running_in_Place
18558643,female,76,171.0,66.0,6.0,98.0,39.3,36.0,Pushups
11359886,female,77,184.0,81.0,27.0,105.0,40.8,178.0,Hill_Down
10026750,female,48,171.0,70.0,13.0,95.0,40.4,67.0,Jumping_Jacks
11616478,female,71,176.0,72.0,6.0,92.0,39.3,31.0,Pullups
14472159,male,33,171.0,70.0,18.0,97.0,40.3,82.0,Running_in_Place
12810706,female,40,156.0,55.0,26.0,105.0,40.6,164.0,Hill_Down
12342367,male,56,182.0,85.0,6.0,96.0,39.2,35.0,Pushups
10407006,female,35,157.0,61.0,11.0,84.0,39.8,43.0,Burpees
17493104,male,76,172.0,75.0,4.0,76.0,38.9,14.0,Pushups
16065360,male,28,194.0,95.0,29.0,106.0,40.8,180.0,Cycling
17965001,male,23,172.0,78.0,20.0,97.0,40.3,85.0,Hill_Down
10454071,female,36,175.0,70.0,5.0,92.0,39.0,23.0,Pullups
10407316,female,26,144.0,52.0,11.0,96.0,39.8,56.0,Running_in_Place
10783304,female,54,159.0,60.0,19.0,104.0,40.6,121.0,Jumping_Jacks
10745078,male,55,189.0,93.0,14.0,98.0,40.2,88.0,Burpees
12293039,male,49,165.0,70.0,26.0,99.0,40.7,146.0,Hill_Up
18361156,female,39,165.0,65.0,19.0,106.0,40.4,119.0,Burpees
11280148,female,37,169.0,68.0,26.0,110.0,40.8,172.0,Hill_Up
16324636,female,73,165.0,66.0,10.0,92.0,40.0,53.0,Burpees
12781381,female,48,169.0,69.0,7.0,88.0,39.3,31.0,Pushups
10504495,male,21,197.0,98.0,18.0,102.0,39.8,96.0,Running_in_Place
15281308,female,24,168.0,61.0,19.0,103.0,40.3,109.0,Burpees
15717463,female,52,166.0,63.0,13.0,102.0,40.2,79.0,Jumping_Jacks
19333789,female,33,155.0,58.0,19.0,108.0,41.0,123.0,Jumping_Jacks
12561963,male,24,190.0,85.0,4.0,90.0,38.9,14.0,Pushups
19416338,female,44,164.0,61.0,8.0,89.0,39.4,37.0,Pushups
17777009,female,24,150.0,51.0,1.0,85.0,37.6,4.0,Pushups
16407758,female,43,178.0,78.0,16.0,96.0,40.3,81.0,Running_in_Place
11437286,female,54,186.0,78.0,27.0,105.0,40.8,168.0,Hill_Down
11867929,female,66,169.0,73.0,10.0,88.0,39.6,47.0,Running_in_Place
19274482,female,22,173.0,66.0,20.0,93.0,40.8,91.0,Hill_Up
10971872,female,46,181.0,75.0,11.0,88.0,39.7,47.0,Burpees
18523193,female,49,165.0,68.0,3.0,82.0,38.8,11.0,Pushups
15222770,male,26,202.0,104.0,13.0,103.0,40.0,76.0,Jumping_Jacks
11388698,male,40,189.0,89.0,11.0,99.0,40.1,62.0,Running_in_Place
18167192,female,35,177.0,71.0,14.0,103.0,40.0,81.0,Jumping_Jacks
16376436,female,36,154.0,59.0,5.0,87.0,39.3,21.0,Pushups
18218792,male,20,186.0,83.0,5.0,102.0,39.1,25.0,Pushups
16006999,female,58,171.0,74.0,11.0,81.0,40.1,42.0,Jumping_Jacks
10098080,male,25,175.0,78.0,28.0,108.0,40.9,168.0,Hill_Down
18922370,female,24,171.0,68.0,11.0,89.0,39.6,45.0,Jumping_Jacks
13887001,male,72,191.0,98.0,14.0,89.0,40.3,82.0,Burpees
19910249,male,44,183.0,82.0,1.0,80.0,37.7,3.0,Pushups
13781321,male,38,192.0,89.0,3.0,78.0,38.9,7.0,Pullups
11621985,male,50,170.0,73.0,26.0,104.0,40.8,169.0,Hill_Up
19741778,male,67,204.0,102.0,3.0,75.0,38.8,11.0,Pushups
19147723,male,30,190.0,90.0,15.0,92.0,40.2,61.0,Running_in_Place
10602562,male,67,190.0,87.0,10.0,90.0,39.9,55.0,Jumping_Jacks
16557786,male,20,209.0,109.0,23.0,99.0,40.6,117.0,Cycling
13531243,male,54,182.0,81.0,20.0,106.0,40.6,143.0,Hill_Down
11037174,female,29,181.0,71.0,5.0,81.0,39.0,17.0,Pushups
16429622,female,25,153.0,58.0,20.0,102.0,40.4,113.0,Hill_Up
14598018,male,39,194.0,94.0,1.0,84.0,37.8,3.0,Pullups
19687890,female,54,181.0,85.0,21.0,101.0,40.4,120.0,Cycling
10679437,female,21,156.0,56.0,1.0,86.0,37.4,4.0,Pullups
12129584,female,62,176.0,77.0,30.0,116.0,40.6,227.0,Hill_Up
19715842,female,67,145.0,52.0,26.0,108.0,40.7,186.0,Hill_Up
11171031,male,30,182.0,84.0,13.0,99.0,40.3,65.0,Running_in_Place
18914851,female,24,172.0,67.0,16.0,97.0,40.2,80.0,Burpees
16856583,male,20,163.0,70.0,16.0,102.0,40.2,75.0,Running_in_Place
18524844,female,61,155.0,56.0,23.0,106.0,40.4,156.0,Hill_Down
12084103,male,35,205.0,100.0,15.0,92.0,40.2,68.0,Running_in_Place
12253064,male,77,207.0,105.0,13.0,101.0,39.9,105.0,Burpees
14294058,female,54,171.0,70.0,8.0,78.0,39.1,28.0,Pushups
18869437,female,32,157.0,58.0,2.0,89.0,37.9,9.0,Pullups
12027550,female,35,169.0,69.0,22.0,107.0,40.8,137.0,Cycling
11519985,male,66,181.0,90.0,20.0,101.0,40.6,144.0,Hill_Up
11879530,male,40,183.0,83.0,9.0,82.0,39.4,26.0,Pushups
18890342,female,25,163.0,65.0,18.0,100.0,40.6,97.0,Jumping_Jacks
10666751,male,75,171.0,75.0,2.0,81.0,38.4,9.0,Pushups
13889180,female,39,182.0,72.0,17.0,99.0,39.9,92.0,Jumping_Jacks
10277943,female,21,166.0,62.0,26.0,113.0,40.7,175.0,Hill_Up
17372184,male,27,179.0,73.0,3.0,85.0,38.8,8.0,Pushups
13707141,male,32,186.0,91.0,10.0,93.0,39.7,44.0,Running_in_Place
12477226,male,23,154.0,60.0,9.0,90.0,39.5,25.0,Pushups
15973862,male,58,188.0,88.0,18.0,101.0,40.3,122.0,Running_in_Place
10320322,female,25,174.0,74.0,9.0,85.0,39.6,33.0,Pullups
15918487,male,59,195.0,104.0,15.0,92.0,40.3,87.0,Running_in_Place
15452606,male,27,197.0,100.0,29.0,111.0,40.9,204.0,Cycling
17791415,male,58,177.0,78.0,16.0,98.0,40.4,97.0,Running_in_Place
14429861,female,28,162.0,58.0,4.0,75.0,38.8,11.0,Pushups
13929949,male,24,183.0,82.0,29.0,108.0,40.7,175.0,Cycling
14224782,male,66,176.0,83.0,27.0,102.0,40.7,194.0,Cycling
13650851,male,39,188.0,88.0,16.0,97.0,40.6,84.0,Burpees
16082376,female,68,150.0,53.0,8.0,76.0,39.8,30.0,Pushups
14611732,female,54,157.0,63.0,20.0,96.0,40.7,110.0,Hill_Straight
16957143,male,37,196.0,104.0,15.0,101.0,40.2,91.0,Jumping_Jacks
14333587,male,23,189.0,90.0,15.0,90.0,40.1,52.0,Burpees
19701266,female,20,165.0,61.0,28.0,102.0,41.0,155.0,Hill_Straight
17487188,female,73,167.0,71.0,27.0,98.0,40.7,160.0,Hill_Down
17271452,male,43,198.0,101.0,17.0,100.0,40.5,105.0,Running_in_Place
19298349,female,51,171.0,72.0,30.0,108.0,41.1,197.0,Hill_Down
15576113,male,63,185.0,90.0,29.0,112.0,40.9,252.0,Hill_Up
17081240,male,72,188.0,88.0,20.0,96.0,40.7,134.0,Hill_Down
14326264,female,32,185.0,85.0,8.0,87.0,39.8,31.0,Pushups
19324111,female,70,173.0,70.0,19.0,94.0,40.7,104.0,Jumping_Jacks
10935309,male,35,169.0,68.0,7.0,86.0,38.9,21.0,Pushups
10346831,male,40,185.0,90.0,17.0,94.0,40.5,83.0,Running_in_Place
10108209,female,61,147.0,56.0,18.0,98.0,40.2,106.0,Jumping_Jacks
19711391,male,30,177.0,79.0,15.0,96.0,39.9,67.0,Burpees
15089150,male,29,196.0,100.0,24.0,106.0,40.6,153.0,Cycling
19066888,female,36,138.0,41.0,17.0,97.0,40.1,95.0,Running_in_Place
17861443,male,28,178.0,78.0,14.0,90.0,40.1,48.0,Running_in_Place
11447184,female,42,164.0,57.0,16.0,93.0,40.3,80.0,Jumping_Jacks
14629795,female,39,162.0,63.0,13.0,89.0,40.2,58.0,Jumping_Jacks
19964969,female,72,168.0,69.0,28.0,113.0,40.8,211.0,Cycling
12943060,female,79,164.0,67.0,12.0,97.0,40.2,72.0,Burpees
18538549,female,29,186.0,80.0,5.0,90.0,39.1,21.0,Pushups
14117026,female,31,168.0,64.0,20.0,100.0,40.1,110.0,Hill_Straight
11078868,female,35,159.0,59.0,6.0,82.0,39.2,22.0,Pushups
16650459,female,25,165.0,68.0,1.0,78.0,37.5,3.0,Pushups
18551283,male,27,193.0,92.0,25.0,111.0,40.6,171.0,Cycling
10205471,male,47,166.0,71.0,9.0,95.0,39.5,45.0,Pullups
12658315,male,51,194.0,96.0,12.0,99.0,39.9,75.0,Jumping_Jacks
13970593,male,26,199.0,96.0,26.0,101.0,40.9,140.0,Cycling
17413500,female,25,162.0,59.0,23.0,97.0,40.5,118.0,Cycling
18405595,female,30,168.0,68.0,13.0,97.0,39.7,66.0,Running_in_Place
16713463,female,40,162.0,66.0,22.0,101.0,40.9,126.0,Hill_Up
14076216,male,41,192.0,90.0,28.0,113.0,40.8,218.0,Hill_Down
10354557,male,44,175.0,78.0,15.0,100.0,40.5,86.0,Jumping_Jacks
18626875,female,62,156.0,57.0,6.0,91.0,39.6,31.0,Pullups
11671969,male,29,197.0,92.0,22.0,97.0,40.8,107.0,Hill_Down
13719627,male,64,192.0,96.0,16.0,96.0,40.4,103.0,Running_in_Place
10808502,male,27,167.0,67.0,14.0,91.0,40.1,46.0,Burpees
18244985,male,78,185.0,87.0,24.0,104.0,40.5,196.0,Cycling
10848574,male,78,180.0,90.0,8.0,87.0,39.6,45.0,Pushups
10204638,male,59,172.0,80.0,16.0,102.0,40.0,109.0,Burpees
15604311,female,42,156.0,54.0,7.0,86.0,39.3,30.0,Pushups
16231616,male,64,195.0,101.0,30.0,109.0,41.0,256.0,Hill_Up
12685860,male,20,191.0,95.0,21.0,103.0,40.7,113.0,Cycling
18066882,male,25,174.0,77.0,6.0,85.0,39.0,15.0,Pushups
18581701,male,21,181.0,79.0,11.0,88.0,39.9,31.0,Jumping_Jacks
14903042,male,78,201.0,108.0,12.0,89.0,40.0,76.0,Jumping_Jacks
13220276,female,57,171.0,66.0,26.0,103.0,41.1,162.0,Cycling
14425401,female,59,140.0,47.0,24.0,99.0,40.6,146.0,Hill_Down
12642027,male,34,206.0,114.0,22.0,95.0,40.6,116.0,Hill_Down
19570538,female,47,162.0,64.0,9.0,87.0,39.7,39.0,Pullups
10681639,male,66,174.0,81.0,14.0,87.0,40.2,68.0,Running_in_Place
14699748,female,69,171.0,68.0,27.0,104.0,40.6,176.0,Hill_Down
17795547,male,32,175.0,72.0,6.0,82.0,39.4,14.0,Pushups
19374616,male,52,189.0,85.0,25.0,105.0,40.6,175.0,Cycling
16647083,female,24,172.0,64.0,30.0,104.0,40.7,174.0,Hill_Straight
17244118,female,26,169.0,68.0,9.0,85.0,39.5,34.0,Pushups
19149260,female,23,160.0,57.0,7.0,85.0,39.3,27.0,Pushups
14898133,female,44,181.0,80.0,2.0,83.0,38.3,7.0,Pushups
11387224,male,34,179.0,85.0,12.0,93.0,39.9,52.0,Burpees
12954041,female,68,162.0,67.0,21.0,98.0,40.3,124.0,Hill_Straight
19600305,female,22,154.0,55.0,20.0,100.0,40.3,109.0,Cycling
17810855,female,28,175.0,72.0,7.0,93.0,39.5,32.0,Pushups
19251887,female,73,153.0,55.0,23.0,107.0,41.1,163.0,Hill_Up
13049157,female,24,175.0,72.0,15.0,90.0,40.3,63.0,Burpees
13092026,male,29,170.0,69.0,10.0,88.0,39.7,30.0,Running_in_Place
15529573,male,29,178.0,81.0,28.0,106.0,40.9,167.0,Hill_Up
11826065,female,22,147.0,55.0,7.0,87.0,39.6,28.0,Pushups
11277029,female,59,166.0,68.0,14.0,89.0,40.3,66.0,Burpees
19287759,male,49,186.0,89.0,26.0,101.0,41.3,165.0,Cycling
10434174,female,58,181.0,78.0,5.0,87.0,39.2,22.0,Pushups
12348988,female,43,167.0,63.0,9.0,94.0,39.6,46.0,Pullups
17807335,male,57,173.0,72.0,6.0,90.0,39.3,28.0,Pushups
10493760,female,48,154.0,60.0,18.0,104.0,40.6,113.0,Running_in_Place
12559026,female,72,168.0,73.0,4.0,79.0,38.9,15.0,Pullups
13705532,female,24,174.0,63.0,17.0,95.0,40.3,82.0,Jumping_Jacks
14257916,male,63,187.0,91.0,26.0,108.0,40.8,211.0,Hill_Up
17774574,male,43,202.0,104.0,19.0,100.0,40.7,118.0,Jumping_Jacks
18346211,male,71,199.0,104.0,22.0,105.0,40.7,183.0,Hill_Down
10218344,female,25,158.0,55.0,3.0,76.0,38.4,9.0,Pushups
18440252,female,26,156.0,53.0,14.0,93.0,40.3,67.0,Running_in_Place
14812574,male,60,190.0,89.0,10.0,101.0,39.8,69.0,Jumping_Jacks
12318905,male,60,184.0,89.0,12.0,89.0,40.2,61.0,Burpees
16615240,female,28,165.0,66.0,21.0,111.0,40.7,138.0,Hill_Up
17003467,female,65,163.0,65.0,4.0,84.0,39.3,17.0,Pushups
13938842,male,21,169.0,67.0,13.0,91.0,40.1,39.0,Jumping_Jacks
19912651,male,25,181.0,82.0,3.0,81.0,38.7,6.0,Pullups
19790099,male,71,179.0,90.0,15.0,94.0,40.0,96.0,Running_in_Place
17883897,male,53,178.0,88.0,12.0,97.0,40.0,71.0,Running_in_Place
18689960,male,70,177.0,84.0,20.0,104.0,40.6,154.0,Hill_Up
17625916,female,66,165.0,63.0,26.0,98.0,40.7,153.0,Hill_Straight
18517008,male,30,186.0,89.0,14.0,86.0,39.7,44.0,Burpees
19275069,male,39,181.0,81.0,3.0,77.0,37.9,6.0,Pullups
19927461,male,29,165.0,66.0,17.0,92.0,40.4,60.0,Burpees
12604799,male,66,179.0,84.0,6.0,87.0,39.4,30.0,Pushups
18405143,female,29,161.0,57.0,10.0,91.0,39.9,46.0,Running_in_Place
18688019,female,27,158.0,57.0,27.0,110.0,40.6,178.0,Cycling
12695262,female,21,163.0,58.0,10.0,88.0,39.9,41.0,Running_in_Place
13228796,female,37,149.0,55.0,25.0,106.0,40.5,159.0,Hill_Up
17070353,male,62,166.0,77.0,5.0,82.0,38.8,19.0,Pullups
14285377,male,30,190.0,89.0,16.0,95.0,40.1,72.0,Running_in_Place
16771670,female,72,183.0,82.0,10.0,89.0,40.1,48.0,Burpees
14061500,female,35,152.0,51.0,27.0,105.0,41.2,169.0,Cycling
11346458,female,32,157.0,60.0,21.0,97.0,40.5,110.0,Hill_Up
19032972,male,54,176.0,77.0,18.0,100.0,40.6,111.0,Jumping_Jacks
10527969,female,23,179.0,70.0,25.0,111.0,40.8,161.0,Hill_Down
18278194,male,36,191.0,96.0,2.0,82.0,38.4,6.0,Pushups
18351725,female,71,174.0,74.0,4.0,86.0,39.0,18.0,Pullups
11383161,female,65,166.0,68.0,18.0,101.0,40.4,110.0,Burpees
17178819,male,32,194.0,93.0,26.0,102.0,40.7,150.0,Cycling
19499822,female,35,169.0,65.0,25.0,110.0,41.1,165.0,Hill_Straight
19417282,male,29,190.0,92.0,22.0,93.0,40.5,93.0,Cycling
11606421,male,62,190.0,90.0,7.0,82.0,39.4,29.0,Pullups
19754500,female,33,159.0,59.0,2.0,84.0,37.9,8.0,Pullups
14307694,female,47,158.0,54.0,26.0,113.0,40.4,190.0,Cycling
13958299,male,43,203.0,103.0,21.0,105.0,40.2,146.0,Hill_Down
15525873,female,62,152.0,52.0,8.0,85.0,39.5,37.0,Pullups
14964241,female,43,159.0,60.0,6.0,83.0,39.0,24.0,Pullups
19518777,female,36,160.0,59.0,6.0,84.0,39.4,24.0,Pushups
16027618,female,52,150.0,51.0,3.0,83.0,38.2,13.0,Pushups
17488683,male,51,173.0,73.0,21.0,112.0,40.6,163.0,Hill_Straight
15384983,male,25,195.0,98.0,11.0,89.0,39.9,39.0,Running_in_Place
16626353,male,48,178.0,78.0,1.0,77.0,37.8,2.0,Pushups
15031392,male,71,186.0,90.0,20.0,105.0,40.4,161.0,Cycling
17157156,male,43,197.0,96.0,13.0,94.0,40.2,67.0,Burpees
18454162,male,21,185.0,84.0,3.0,85.0,38.6,7.0,Pushups
